order_id,customer_id,order_date,delivery_date,discount,shipping_cost,payment_method
1214,16,2024-02-28,2024-03-06,0.0,25.13,PayPal
1215,427,2023-08-16,2023-08-25,0.0,15.96,Debit
1216,283,2024-02-08,2024-02-10,0.0,36.92,Credit Card
1217,422,2023-09-16,2023-09-21,0.1,20.24,Credit Card
1218,101,2023-07-17,2023-07-23,0.05,7.35,PayPal
1219,121,2025-06-28,2025-07-01,0.1,20.86,PayPal
1220,31,2025-09-10,2025-09-14,0.15,10.7,Credit Card
1221,398,2023-08-20,2023-08-25,0.0,13.82,Credit Card
1222,191,2024-05-16,2024-05-20,0.0,46.55,PayPal
1223,366,2025-07-02,2025-07-08,0.05,34.65,Debit
1224,328,2025-07-04,2025-07-11,0.05,7.34,Credit Card
1225,348,2025-05-16,2025-05-20,0.2,41.1,Debit
1226,487,2023-04-10,2023-04-17,0.0,11.81,Wire
1227,427,2024-09-04,2024-09-10,0.1,29.28,PayPal
1228,364,2023-05-10,2023-05-15,0.0,23.47,PayPal
1229,166,2025-03-01,2025-03-05,0.1,25.99,Debit
1230,194,2023-05-03,2023-05-12,0.1,40.24,Wire
1231,50,2025-06-28,2025-07-05,0.0,49.71,Wire
1232,191,2025-05-25,2025-05-30,0.0,37.62,Debit
1233,412,2023-03-16,2023-03-24,0.0,38.55,Wire
1234,211,2024-07-13,2024-07-20,0.0,46.54,Debit
1235,306,2023-05-31,2023-06-06,0.1,7.78,Debit
1236,9,2024-09-24,2024-09-28,0.0,34.23,PayPal
1237,353,2025-08-25,2025-08-29,0.0,21.62,Wire
1238,226,2024-06-01,2024-06-08,0.0,44.71,Debit
1239,237,2025-04-13,2025-04-16,0.05,27.85,Debit
1240,135,2023-08-10,2023-08-15,0.0,15.85,Debit
1241,494,2023-11-22,2023-11-26,0.0,16.56,Debit
1242,229,2025-06-06,2025-06-15,0.0,49.99,Wire
1243,203,2023-08-02,2023-08-09,0.0,46.43,Debit
1244,313,2023-12-29,2024-01-03,0.05,5.06,Credit Card
1245,162,2025-06-25,2025-07-02,0.0,39.53,PayPal
1246,284,2024-01-14,2024-01-17,0.0,40.5,Debit
1247,106,2023-04-28,2023-05-04,0.05,15.96,Debit
1248,261,2025-09-19,2025-09-21,0.0,28.41,Wire
1249,175,2023-10-09,2023-10-11,0.1,21.27,Debit
1250,92,2025-07-23,2025-07-30,0.0,7.13,Credit Card
1251,242,2024-04-30,2024-05-05,0.0,20.97,Credit Card
1252,7,2025-01-11,2025-01-16,0.0,27.55,Wire
1253,490,2023-09-07,2023-09-12,0.0,20.94,Debit
1254,323,2024-04-15,2024-04-23,0.05,14.7,PayPal
1255,362,2024-02-07,2024-02-10,0.0,23.68,Credit Card
1256,304,2023-06-22,2023-06-25,0.0,9.11,Credit Card
1257,403,2023-02-08,2023-02-16,0.0,19.75,PayPal
1258,191,2023-11-20,2023-11-24,0.0,46.29,Wire
1259,495,2024-12-18,2024-12-20,0.1,26.28,PayPal
1260,259,2025-05-18,2025-05-20,0.0,45.64,Debit
1261,310,2025-02-12,2025-02-16,0.0,45.48,Wire
1262,222,2023-09-15,2023-09-17,0.05,25.37,PayPal
1263,226,2023-08-24,2023-09-01,0.1,32.99,Credit Card
1264,111,2023-01-06,2023-01-11,0.0,41.17,Debit
1265,155,2023-09-14,2023-09-18,0.0,25.0,Debit
1266,197,2025-02-23,2025-03-02,0.0,8.83,Credit Card
1267,376,2023-03-28,2023-04-01,0.15,37.3,PayPal
1268,84,2025-01-23,2025-01-25,0.0,35.24,PayPal
1269,152,2025-09-20,2025-09-27,0.0,36.64,Wire
1270,235,2024-11-05,2024-11-07,0.0,30.45,Credit Card
1271,219,2023-12-14,2023-12-23,0.0,32.05,Wire
1272,273,2023-06-10,2023-06-18,0.0,37.78,Credit Card
1273,9,2025-03-11,2025-03-16,0.0,30.29,PayPal
1274,341,2023-07-16,2023-07-19,0.05,36.85,Credit Card
1275,65,2023-10-03,2023-10-05,0.0,24.91,Credit Card
1276,369,2023-08-21,2023-08-25,0.05,44.22,Credit Card
1277,177,2023-08-05,2023-08-09,0.0,17.03,Credit Card
1278,218,2024-12-18,2024-12-26,0.0,23.65,PayPal
1279,388,2023-09-10,2023-09-17,0.05,9.73,Debit
1280,415,2025-05-19,2025-05-23,0.1,42.14,Wire
1281,22,2024-04-21,2024-04-25,0.05,17.07,Debit
1282,103,2024-01-31,2024-02-08,0.0,30.62,PayPal
1283,62,2023-08-28,2023-08-31,0.0,25.62,Credit Card
1284,333,2024-03-14,2024-03-22,0.0,25.96,Credit Card
1285,130,2023-05-21,2023-05-29,0.0,31.2,Wire
1286,143,2023-08-11,2023-08-20,0.0,42.36,Debit
1287,357,2024-12-13,2024-12-21,0.15,46.05,Wire
1288,153,2023-11-29,2023-12-07,0.05,42.24,Debit
1289,378,2023-12-29,2024-01-05,0.05,28.85,Credit Card
1290,371,2023-04-09,2023-04-17,0.0,33.28,Wire
1291,62,2023-04-19,2023-04-27,0.0,30.42,PayPal
1292,392,2025-09-03,2025-09-08,0.1,36.2,PayPal
1293,204,2025-05-29,2025-06-05,0.0,19.83,Wire
1294,362,2024-01-16,2024-01-18,0.0,40.83,PayPal
1295,20,2024-06-11,2024-06-13,0.05,28.52,Debit
1296,166,2024-07-03,2024-07-09,0.0,38.66,Wire
1297,300,2024-03-19,2024-03-24,0.0,10.65,Wire
1298,426,2024-11-18,2024-11-23,0.1,38.09,Wire
1299,224,2024-06-01,2024-06-04,0.1,11.18,PayPal
1300,230,2023-07-01,2023-07-03,0.0,47.64,Debit
1301,345,2023-04-06,2023-04-13,0.0,37.47,Wire
1302,394,2024-11-26,2024-11-28,0.0,39.86,Wire
1303,404,2023-05-13,2023-05-21,0.0,10.68,Debit
1304,438,2023-02-15,2023-02-22,0.0,37.53,Wire
1305,334,2023-02-08,2023-02-14,0.0,48.6,Debit
1306,161,2025-03-09,2025-03-13,0.0,42.85,Wire
1307,378,2023-04-23,2023-04-30,0.0,45.8,Wire
1308,118,2025-09-11,2025-09-17,0.0,6.85,PayPal
1309,113,2023-02-13,2023-02-22,0.05,47.7,PayPal
1310,355,2025-05-01,2025-05-10,0.0,29.22,Wire
1311,318,2023-11-11,2023-11-13,0.1,34.61,PayPal
1312,267,2025-05-19,2025-05-26,0.15,37.13,PayPal
1313,484,2023-12-23,2023-12-25,0.0,28.77,Credit Card
1314,40,2025-02-25,2025-03-01,0.0,33.02,Wire
1315,303,2023-09-19,2023-09-28,0.0,47.77,Debit
1316,171,2023-10-22,2023-10-31,0.05,32.17,PayPal
1317,327,2025-05-27,2025-06-04,0.0,48.47,Credit Card
1318,116,2024-06-19,2024-06-27,0.0,14.98,Credit Card
1319,93,2023-04-04,2023-04-12,0.0,26.35,Wire
1320,329,2023-01-12,2023-01-16,0.1,39.72,Credit Card
1321,141,2024-06-18,2024-06-22,0.05,7.35,Debit
1322,353,2024-01-31,2024-02-03,0.1,27.88,Debit
1323,190,2025-06-27,2025-07-05,0.05,49.13,Wire
1324,34,2025-05-20,2025-05-25,0.0,40.66,Debit
1325,423,2024-08-11,2024-08-17,0.2,6.12,Wire
1326,455,2024-09-05,2024-09-14,0.1,29.96,PayPal
1327,203,2025-09-10,2025-09-17,0.0,8.39,Wire
1328,467,2023-11-22,2023-11-26,0.1,25.7,Wire
1329,324,2024-11-28,2024-12-05,0.1,48.53,Debit
1330,286,2024-03-30,2024-04-01,0.0,30.16,Wire
1331,262,2024-06-13,2024-06-16,0.0,20.03,Credit Card
1332,357,2023-12-06,2023-12-08,0.0,39.25,PayPal
1333,287,2024-04-19,2024-04-21,0.0,38.97,Credit Card
1334,410,2025-03-31,2025-04-02,0.0,13.27,Wire
1335,342,2025-06-19,2025-06-24,0.0,36.37,Credit Card
1336,118,2024-04-29,2024-05-07,0.0,30.29,Debit
1337,161,2023-09-27,2023-10-06,0.1,8.5,Debit
1338,238,2025-02-22,2025-03-03,0.0,21.67,Debit
1339,387,2024-04-17,2024-04-21,0.15,38.28,Debit
1340,202,2025-09-04,2025-09-11,0.0,26.18,Credit Card
1341,389,2024-12-30,2025-01-05,0.1,25.43,Debit
1342,323,2025-01-20,2025-01-24,0.1,38.7,Debit
1343,191,2024-04-06,2024-04-11,0.0,46.43,Credit Card
1344,296,2023-06-26,2023-07-02,0.0,21.47,Wire
1345,185,2024-09-24,2024-09-27,0.0,10.81,PayPal
1346,356,2023-08-04,2023-08-09,0.0,44.13,PayPal
1347,249,2025-01-18,2025-01-24,0.0,9.58,PayPal
1348,361,2024-08-22,2024-08-24,0.0,27.58,Wire
1349,216,2023-06-25,2023-07-02,0.0,26.83,PayPal
1350,193,2023-11-12,2023-11-19,0.0,41.35,Wire
1351,268,2023-06-19,2023-06-22,0.05,23.54,Debit
1352,287,2025-03-11,2025-03-17,0.0,33.77,Debit
1353,201,2023-05-08,2023-05-16,0.0,8.84,Debit
1354,386,2023-08-18,2023-08-26,0.1,27.26,Wire
1355,56,2025-04-10,2025-04-14,0.0,45.44,PayPal
1356,422,2025-03-25,2025-03-27,0.1,8.99,PayPal
1357,82,2024-01-07,2024-01-09,0.0,15.77,PayPal
1358,43,2024-10-27,2024-11-04,0.0,11.07,Wire
1359,65,2023-10-17,2023-10-26,0.0,20.6,Debit
1360,61,2024-04-15,2024-04-21,0.1,19.94,PayPal
1361,404,2023-03-23,2023-03-25,0.0,20.55,PayPal
1362,292,2024-03-28,2024-04-01,0.0,10.93,Credit Card
1363,208,2025-03-02,2025-03-08,0.0,29.99,Debit
1364,422,2025-01-19,2025-01-21,0.0,43.9,Wire
1365,29,2023-06-14,2023-06-16,0.0,21.77,Debit
1366,285,2025-07-27,2025-07-31,0.0,40.56,PayPal
1367,204,2024-03-06,2024-03-09,0.1,30.28,Debit
1368,26,2024-01-06,2024-01-08,0.0,41.4,PayPal
1369,337,2024-10-31,2024-11-09,0.05,22.05,Credit Card
1370,22,2025-03-12,2025-03-19,0.1,46.85,Credit Card
1371,467,2023-12-22,2023-12-27,0.15,9.43,Credit Card
1372,150,2023-05-26,2023-05-31,0.0,5.57,PayPal
1373,211,2023-02-17,2023-02-24,0.0,26.09,Debit
1374,385,2024-01-06,2024-01-12,0.1,38.56,Credit Card
1375,337,2023-07-11,2023-07-14,0.1,5.78,Credit Card
1376,161,2024-07-31,2024-08-07,0.0,5.18,Wire
1377,202,2025-07-08,2025-07-17,0.0,30.34,Credit Card
1378,461,2024-02-06,2024-02-12,0.0,47.23,Credit Card
1379,58,2024-04-11,2024-04-13,0.0,43.78,Credit Card
1380,394,2025-04-12,2025-04-15,0.05,8.33,Wire
1381,483,2024-03-16,2024-03-22,0.0,30.1,Credit Card
1382,215,2023-03-12,2023-03-21,0.0,25.23,Credit Card
1383,390,2025-06-05,2025-06-08,0.2,17.91,Credit Card
1384,225,2025-03-29,2025-04-03,0.0,17.83,Credit Card
1385,62,2023-12-15,2023-12-18,0.2,15.45,Wire
1386,8,2024-10-27,2024-11-01,0.0,44.15,PayPal
1387,208,2024-04-14,2024-04-19,0.0,17.93,PayPal
1388,101,2024-06-24,2024-07-02,0.2,7.46,PayPal
1389,257,2025-03-17,2025-03-23,0.0,19.22,Credit Card
1390,404,2023-05-18,2023-05-26,0.15,41.23,Debit
1391,33,2023-12-20,2023-12-28,0.1,18.66,Credit Card
1392,333,2024-05-27,2024-06-02,0.0,17.85,Wire
1393,23,2024-05-10,2024-05-16,0.0,28.71,Credit Card
1394,398,2024-10-12,2024-10-17,0.0,25.9,Wire
1395,320,2025-03-09,2025-03-11,0.05,24.18,Credit Card
1396,205,2023-11-11,2023-11-14,0.1,7.34,Credit Card
1397,459,2023-01-20,2023-01-29,0.0,10.89,Debit
1398,356,2023-02-23,2023-02-26,0.1,36.94,Wire
1399,460,2024-04-02,2024-04-05,0.2,48.46,PayPal
1400,242,2023-05-10,2023-05-17,0.0,14.61,Debit
1401,1,2025-01-26,2025-02-04,0.15,9.01,Credit Card
1402,428,2024-06-03,2024-06-06,0.15,12.04,Wire
1403,166,2024-01-14,2024-01-18,0.0,48.56,Credit Card
1404,338,2025-04-04,2025-04-07,0.0,8.84,Credit Card
1405,366,2023-04-25,2023-05-03,0.0,25.2,Credit Card
1406,326,2025-04-25,2025-04-30,0.0,46.92,Credit Card
1407,275,2024-05-23,2024-05-27,0.0,19.72,Wire
1408,464,2024-02-18,2024-02-20,0.15,33.53,PayPal
1409,56,2025-02-28,2025-03-02,0.15,8.5,Credit Card
1410,484,2023-01-23,2023-01-31,0.0,13.08,Debit
1411,73,2024-10-29,2024-11-04,0.0,8.73,Credit Card
1412,416,2024-11-24,2024-11-27,0.1,24.56,PayPal
1413,230,2023-04-06,2023-04-13,0.1,16.95,Credit Card
1414,193,2023-11-26,2023-12-04,0.0,43.45,Wire
1415,331,2023-09-27,2023-10-04,0.0,42.89,Wire
1416,450,2023-11-27,2023-12-03,0.0,26.47,Debit
1417,239,2023-09-27,2023-09-30,0.0,10.02,Debit
1418,170,2023-07-05,2023-07-14,0.0,26.67,Credit Card
1419,19,2024-12-12,2024-12-17,0.05,39.33,Debit
1420,342,2024-04-09,2024-04-14,0.1,43.32,PayPal
1421,350,2025-07-05,2025-07-10,0.2,14.03,Wire
1422,53,2024-11-17,2024-11-24,0.0,22.07,Wire
1423,172,2025-07-24,2025-07-31,0.0,47.05,Debit
1424,347,2023-08-01,2023-08-06,0.0,32.7,Credit Card
1425,381,2023-03-14,2023-03-19,0.05,36.41,Debit
1426,410,2024-09-05,2024-09-08,0.0,24.22,Wire
1427,88,2024-12-23,2024-12-25,0.0,19.28,Credit Card
1428,66,2025-02-16,2025-02-23,0.0,41.54,Credit Card
1429,142,2025-06-11,2025-06-20,0.0,30.48,Credit Card
1430,152,2023-06-07,2023-06-14,0.0,44.71,Debit
1431,144,2024-03-25,2024-03-27,0.0,25.1,Wire
1432,125,2023-09-25,2023-09-30,0.0,29.33,Credit Card
1433,177,2023-03-04,2023-03-11,0.15,28.91,Credit Card
1434,286,2025-08-12,2025-08-17,0.05,18.42,PayPal
1435,279,2024-12-18,2024-12-25,0.0,34.72,Wire
1436,271,2025-01-15,2025-01-22,0.0,33.92,Credit Card
1437,246,2025-07-28,2025-08-01,0.0,22.06,Debit
1438,438,2023-03-29,2023-03-31,0.05,27.89,Credit Card
1439,328,2025-03-03,2025-03-10,0.0,26.27,Credit Card
1440,55,2023-03-02,2023-03-04,0.1,21.6,Credit Card
1441,116,2023-11-13,2023-11-21,0.0,36.22,PayPal
1442,270,2023-10-19,2023-10-22,0.0,25.5,PayPal
1443,49,2024-05-01,2024-05-09,0.0,34.76,Wire
1444,113,2023-05-13,2023-05-21,0.05,22.42,Wire
1445,483,2023-04-21,2023-04-27,0.0,35.42,Credit Card
1446,131,2023-11-25,2023-11-28,0.0,32.3,Wire
1447,279,2025-02-01,2025-02-07,0.0,45.61,Wire
1448,307,2025-04-11,2025-04-16,0.0,38.3,PayPal
1449,191,2023-02-20,2023-02-22,0.05,23.08,Wire
1450,427,2023-10-27,2023-11-03,0.05,5.13,Wire
1451,128,2024-09-08,2024-09-11,0.0,33.63,Credit Card
1452,364,2025-08-28,2025-09-02,0.15,49.86,Debit
1453,229,2024-07-28,2024-08-02,0.0,31.59,Wire
1454,320,2024-12-13,2024-12-20,0.15,8.52,Wire
1455,116,2023-12-18,2023-12-20,0.1,11.1,Wire
1456,328,2025-04-16,2025-04-22,0.0,26.05,Credit Card
1457,118,2024-08-28,2024-08-31,0.1,25.48,PayPal
1458,257,2023-12-12,2023-12-15,0.0,5.68,Wire
1459,172,2024-04-08,2024-04-15,0.05,25.25,Wire
1460,339,2023-03-13,2023-03-16,0.0,46.6,Wire
1461,497,2023-11-24,2023-11-29,0.0,48.78,Credit Card
1462,362,2023-04-03,2023-04-05,0.0,46.45,Credit Card
1463,369,2023-12-12,2023-12-14,0.0,16.6,Debit
1464,207,2025-02-19,2025-02-24,0.0,6.48,Credit Card
1465,88,2023-01-11,2023-01-15,0.0,6.71,Wire
1466,444,2024-08-07,2024-08-12,0.1,25.35,Wire
1467,428,2024-10-11,2024-10-19,0.0,42.73,Wire
1468,294,2025-01-12,2025-01-14,0.15,19.47,PayPal
1469,428,2024-01-10,2024-01-13,0.0,19.07,Wire
1470,58,2023-04-15,2023-04-18,0.0,48.62,Debit
1471,158,2024-07-02,2024-07-10,0.0,35.98,Credit Card
1472,308,2023-04-11,2023-04-20,0.0,19.71,Wire
1473,362,2024-01-16,2024-01-21,0.0,39.78,Debit
1474,300,2025-09-08,2025-09-17,0.0,8.71,Credit Card
1475,16,2023-10-05,2023-10-07,0.0,12.76,PayPal
1476,327,2025-01-23,2025-01-26,0.0,28.72,Wire
1477,288,2023-03-27,2023-03-30,0.15,13.89,Wire
1478,327,2025-06-23,2025-06-29,0.1,34.53,Credit Card
1479,320,2023-12-17,2023-12-22,0.0,33.08,Wire
1480,376,2023-04-06,2023-04-13,0.0,8.47,Debit
1481,436,2023-03-24,2023-03-26,0.0,17.62,PayPal
1482,192,2024-08-13,2024-08-20,0.0,19.33,PayPal
1483,244,2024-08-07,2024-08-13,0.05,8.15,PayPal
1484,92,2024-09-28,2024-10-06,0.0,32.5,Credit Card
1485,184,2024-11-29,2024-12-06,0.1,17.42,Credit Card
1486,13,2023-10-26,2023-10-31,0.0,41.35,PayPal
1487,211,2023-10-07,2023-10-10,0.15,34.37,PayPal
1488,492,2023-12-22,2023-12-25,0.0,49.17,Credit Card
1489,61,2023-05-03,2023-05-09,0.0,26.51,Wire
1490,111,2025-02-08,2025-02-10,0.0,16.46,Debit
1491,99,2024-06-22,2024-06-24,0.1,39.09,Debit
1492,359,2025-06-17,2025-06-25,0.0,15.11,Wire
1493,8,2024-07-03,2024-07-06,0.05,33.62,Wire
1494,138,2024-09-05,2024-09-12,0.15,18.2,Credit Card
1495,375,2025-01-04,2025-01-12,0.1,23.91,Wire
1496,472,2024-04-26,2024-04-28,0.1,8.21,PayPal
1497,38,2024-11-11,2024-11-16,0.0,9.83,Credit Card
1498,244,2023-11-23,2023-11-27,0.0,48.8,Credit Card
1499,395,2024-01-15,2024-01-21,0.15,16.48,Credit Card
1500,73,2025-01-15,2025-01-20,0.0,20.44,Wire
1501,208,2025-07-17,2025-07-23,0.1,17.81,Wire
1502,31,2024-10-29,2024-11-03,0.0,36.31,PayPal
1503,442,2023-08-05,2023-08-13,0.15,40.08,Debit
1504,199,2023-12-22,2023-12-25,0.05,42.15,PayPal
1505,91,2023-06-16,2023-06-24,0.0,12.61,Debit
1506,157,2025-01-30,2025-02-01,0.1,46.82,Wire
1507,74,2023-07-06,2023-07-13,0.0,49.2,PayPal
1508,240,2024-06-16,2024-06-22,0.1,19.66,Credit Card
1509,118,2023-07-17,2023-07-23,0.0,38.52,Credit Card
1510,175,2025-05-08,2025-05-11,0.0,25.05,PayPal
1511,325,2024-03-17,2024-03-22,0.0,11.64,PayPal
1512,48,2024-12-14,2024-12-17,0.05,24.42,Credit Card
1513,257,2024-07-30,2024-08-07,0.05,7.27,Credit Card
1514,59,2025-09-14,2025-09-16,0.0,42.12,Credit Card
1515,433,2023-02-17,2023-02-26,0.15,29.97,Debit
1516,69,2024-12-28,2025-01-06,0.0,7.89,Credit Card
1517,160,2024-05-04,2024-05-07,0.1,34.39,Wire
1518,413,2024-03-09,2024-03-12,0.1,33.37,PayPal
1519,420,2024-07-26,2024-07-28,0.05,8.24,PayPal
1520,131,2024-07-08,2024-07-10,0.0,23.11,Credit Card
1521,46,2023-06-19,2023-06-27,0.1,16.88,Debit
1522,230,2025-03-02,2025-03-08,0.2,32.31,PayPal
1523,65,2023-03-29,2023-04-07,0.1,15.47,PayPal
1524,89,2024-04-20,2024-04-26,0.0,41.6,PayPal
1525,74,2023-03-02,2023-03-05,0.0,9.4,Wire
1526,32,2023-06-09,2023-06-11,0.0,7.53,Credit Card
1527,46,2023-12-07,2023-12-10,0.1,46.49,Debit
1528,247,2024-04-17,2024-04-25,0.0,27.91,PayPal
1529,310,2024-09-22,2024-09-30,0.0,10.77,Wire
1530,361,2024-04-30,2024-05-07,0.05,39.98,Wire
1531,37,2025-03-24,2025-03-26,0.0,12.3,Credit Card
1532,410,2025-06-07,2025-06-12,0.05,12.92,PayPal
1533,150,2024-01-10,2024-01-13,0.0,17.13,Debit
1534,356,2024-03-02,2024-03-08,0.0,37.93,Credit Card
1535,445,2024-10-10,2024-10-16,0.0,9.76,Wire
1536,2,2024-09-09,2024-09-14,0.0,24.01,Credit Card
1537,313,2023-12-03,2023-12-11,0.0,21.32,Credit Card
1538,275,2023-01-07,2023-01-09,0.05,27.58,PayPal
1539,338,2024-07-26,2024-08-03,0.0,32.85,Wire
1540,289,2024-04-06,2024-04-15,0.0,20.69,Wire
1541,384,2025-03-09,2025-03-15,0.0,31.52,PayPal
1542,476,2025-08-06,2025-08-10,0.1,10.79,PayPal
1543,134,2024-09-10,2024-09-12,0.0,33.17,Debit
1544,23,2024-07-19,2024-07-26,0.0,31.33,Wire
1545,164,2025-02-09,2025-02-12,0.0,8.2,Wire
1546,90,2025-08-21,2025-08-29,0.0,28.23,Wire
1547,21,2023-02-21,2023-02-24,0.1,18.45,Credit Card
1548,300,2024-11-02,2024-11-05,0.05,24.97,Debit
1549,28,2025-08-06,2025-08-11,0.0,21.55,Credit Card
1550,108,2025-08-20,2025-08-23,0.05,34.96,PayPal
1551,129,2023-10-18,2023-10-27,0.0,14.47,Debit
1552,1,2024-10-04,2024-10-08,0.0,15.24,Credit Card
1553,100,2023-07-08,2023-07-14,0.05,8.38,PayPal
1554,498,2024-12-31,2025-01-02,0.0,36.86,Credit Card
1555,233,2024-10-24,2024-10-29,0.05,10.23,Credit Card
1556,282,2023-02-10,2023-02-13,0.0,32.18,Credit Card
1557,29,2025-01-28,2025-02-02,0.2,48.23,PayPal
1558,147,2024-11-16,2024-11-18,0.1,32.49,Wire
1559,142,2023-02-13,2023-02-22,0.0,44.08,Debit
1560,55,2023-11-03,2023-11-10,0.05,18.11,Credit Card
1561,198,2024-11-01,2024-11-10,0.0,31.22,Credit Card
1562,205,2024-07-17,2024-07-20,0.0,29.49,Credit Card
1563,387,2024-11-29,2024-12-02,0.0,37.65,Wire
1564,87,2024-09-12,2024-09-21,0.0,44.5,Debit
1565,69,2023-04-30,2023-05-04,0.1,47.0,Wire
1566,470,2024-05-07,2024-05-13,0.0,17.23,Debit
1567,312,2023-11-05,2023-11-13,0.0,44.02,Credit Card
1568,456,2024-04-07,2024-04-12,0.0,48.72,Credit Card
1569,197,2025-03-16,2025-03-19,0.0,35.67,Wire
1570,54,2024-05-26,2024-05-29,0.0,13.37,Debit
1571,405,2024-11-15,2024-11-23,0.15,39.63,PayPal
1572,62,2025-03-09,2025-03-14,0.0,38.68,Credit Card
1573,131,2023-04-25,2023-04-28,0.0,30.22,Debit
1574,242,2025-04-25,2025-05-01,0.05,31.34,Debit
1575,457,2024-10-14,2024-10-17,0.0,8.81,Wire
1576,89,2025-03-25,2025-04-01,0.0,42.82,Debit
1577,85,2023-06-16,2023-06-25,0.0,23.21,Credit Card
1578,281,2024-04-17,2024-04-19,0.0,31.59,PayPal
1579,233,2024-05-04,2024-05-10,0.0,40.08,PayPal
1580,196,2023-12-16,2023-12-21,0.05,47.56,PayPal
1581,440,2025-01-09,2025-01-18,0.0,33.38,Credit Card
1582,121,2025-09-19,2025-09-23,0.0,28.79,PayPal
1583,480,2024-04-16,2024-04-23,0.05,10.1,Credit Card
1584,31,2025-08-08,2025-08-14,0.1,46.39,Debit
1585,57,2023-06-15,2023-06-20,0.0,21.52,Debit
1586,184,2025-02-20,2025-02-22,0.05,5.38,PayPal
1587,68,2024-04-19,2024-04-24,0.05,46.25,Debit
1588,97,2024-05-10,2024-05-14,0.0,5.06,Credit Card
1589,283,2023-09-30,2023-10-05,0.05,23.79,PayPal
1590,125,2023-05-03,2023-05-05,0.0,13.64,Wire
1591,5,2024-03-18,2024-03-27,0.1,10.29,Wire
1592,438,2024-03-20,2024-03-29,0.0,49.88,Credit Card
1593,183,2024-11-10,2024-11-14,0.0,31.11,Credit Card
1594,111,2023-05-26,2023-06-01,0.05,13.46,Debit
1595,495,2023-02-07,2023-02-09,0.0,19.09,Wire
1596,368,2023-12-11,2023-12-20,0.0,16.04,Debit
1597,29,2023-05-24,2023-05-29,0.05,48.7,Credit Card
1598,269,2025-04-19,2025-04-28,0.0,12.08,Wire
1599,33,2024-01-12,2024-01-19,0.05,45.04,Credit Card
1600,210,2025-08-03,2025-08-09,0.1,26.99,Credit Card
1601,56,2023-08-14,2023-08-21,0.2,35.03,Wire
1602,487,2024-08-28,2024-08-31,0.05,7.53,PayPal
1603,138,2024-04-17,2024-04-23,0.0,24.72,Debit
1604,229,2023-11-13,2023-11-20,0.05,28.16,Debit
1605,49,2023-07-20,2023-07-25,0.0,8.25,Credit Card
1606,123,2023-12-08,2023-12-12,0.1,38.86,Credit Card
1607,268,2023-09-17,2023-09-23,0.05,26.46,Wire
1608,254,2023-01-07,2023-01-15,0.05,40.0,Credit Card
1609,30,2024-08-07,2024-08-14,0.0,33.93,PayPal
1610,266,2025-06-30,2025-07-06,0.0,39.64,Credit Card
1611,47,2024-09-13,2024-09-22,0.0,28.29,PayPal
1612,10,2024-02-19,2024-02-21,0.15,8.31,Wire
1613,488,2023-05-11,2023-05-15,0.0,32.67,Debit
1614,195,2025-05-10,2025-05-17,0.1,38.63,Credit Card
1615,316,2024-04-30,2024-05-09,0.1,8.26,Credit Card
1616,479,2023-05-27,2023-05-31,0.0,47.12,Credit Card
1617,235,2024-09-18,2024-09-24,0.05,20.48,Debit
1618,77,2024-11-03,2024-11-09,0.1,34.01,PayPal
1619,104,2024-03-27,2024-04-04,0.0,29.94,Debit
1620,478,2024-12-23,2024-12-31,0.1,6.5,PayPal
1621,316,2025-03-24,2025-03-31,0.0,7.49,Wire
1622,27,2023-03-11,2023-03-14,0.0,33.79,Wire
1623,306,2023-05-04,2023-05-08,0.0,9.93,Debit
1624,477,2024-03-25,2024-04-03,0.0,23.97,Credit Card
1625,183,2024-03-10,2024-03-14,0.1,13.08,Wire
1626,456,2023-05-17,2023-05-20,0.0,44.36,Credit Card
1627,469,2024-08-24,2024-08-28,0.05,31.09,Debit
1628,112,2025-03-22,2025-03-28,0.0,41.26,Wire
1629,288,2024-03-09,2024-03-11,0.0,7.09,Credit Card
1630,66,2025-03-20,2025-03-22,0.0,25.06,Debit
1631,233,2023-09-12,2023-09-17,0.0,30.43,PayPal
1632,470,2023-12-11,2023-12-17,0.05,30.18,Debit
1633,15,2024-11-18,2024-11-27,0.0,47.13,Credit Card
1634,57,2024-12-11,2024-12-13,0.0,40.46,Wire
1635,441,2025-02-19,2025-02-27,0.0,26.15,PayPal
1636,321,2025-03-07,2025-03-16,0.15,15.34,PayPal
1637,467,2023-04-11,2023-04-19,0.05,24.68,PayPal
1638,66,2024-12-10,2024-12-19,0.0,33.73,Wire
1639,40,2024-06-02,2024-06-09,0.0,43.36,Credit Card
1640,253,2024-06-16,2024-06-18,0.0,16.86,Credit Card
1641,260,2023-08-22,2023-08-26,0.15,14.15,Debit
1642,70,2024-03-29,2024-04-06,0.05,13.4,Credit Card
1643,144,2023-01-24,2023-01-30,0.2,19.18,Debit
1644,325,2025-05-18,2025-05-26,0.05,43.46,Debit
1645,155,2025-05-16,2025-05-19,0.0,7.54,Debit
1646,402,2023-08-13,2023-08-15,0.0,28.22,Debit
1647,386,2023-12-19,2023-12-27,0.15,30.51,Debit
1648,18,2025-07-01,2025-07-04,0.0,37.74,Credit Card
1649,483,2025-05-11,2025-05-16,0.15,20.12,Credit Card
1650,324,2023-01-25,2023-02-03,0.0,23.61,Debit
1651,166,2024-12-03,2024-12-11,0.0,32.26,PayPal
